,state,city,code,mean_inc,median_inc,stdev_inc,num_incidents,total_killed,total_injured
0,Tennessee,Knoxville,TN,101224,82872,77997,387,98,241
0,Tennessee,Knoxville,TN,98763,85491,70007,387,98,241
0,Tennessee,Cleveland,TN,28773,22713,22586,40,17,12
0,Tennessee,Knoxville,TN,131449,112930,76839,387,98,241
0,Tennessee,Knoxville,TN,54138,49952,35818,387,98,241
0,Tennessee,Corryton,TN,58769,48987,42519,2,0,1
0,Tennessee,Luxora,TN,43356,28979,44065,0,0,0
0,Tennessee,Lawrenceburg,TN,46164,33051,43153,8,2,2
0,Tennessee,Hohenwald,TN,47067,36734,35697,5,3,2
0,Tennessee,Taft,TN,61398,50751,46685,1,2,0
0,Tennessee,Philadelphia,TN,55463,38509,50965,0,0,0
0,Tennessee,Riceville,TN,53277,42739,39933,1,0,1
0,Tennessee,Lafayette,TN,42091,30199,36746,3,3,1
0,Tennessee,Cleveland,TN,62816,50776,50450,40,17,12
0,Tennessee,Jackson,TN,26719,17406,23032,342,48,156
0,Tennessee,Jacksom,TN,75696,46957,73469,0,0,0
0,Tennessee,Whitwell,TN,44748,36155,40937,3,2,0
0,Tennessee,Cornersville,TN,53238,44306,41385,0,0,0
0,Tennessee,Columbia,TN,63673,53116,46280,27,7,14
0,Tennessee,Birchwood,TN,46827,38707,35816,1,0,2
0,Tennessee,Clarksville,TN,52315,39384,40890,178,54,93
0,Tennessee,Clarksville,TN,43218,39262,27168,178,54,93
0,Tennessee,Fort Campbell,TN,56355,51591,37206,0,0,0
0,Tennessee,Clarksville,TN,57195,50161,36873,178,54,93
0,Tennessee,Lafollette,TN,48016,38314,48151,2,0,2
0,Tennessee,Wartburg,TN,52659,41596,51533,1,1,0
0,Tennessee,Union City,TN,39121,26072,38936,9,1,4
0,Tennessee,Crawford,TN,44587,34639,38396,0,0,0
0,Tennessee,Algood,TN,56134,46063,49408,0,0,0
0,Tennessee,Baxter,TN,59305,50610,45018,5,1,2
0,Tennessee,Oliver Springs,TN,99353,89419,62259,3,2,1
0,Tennessee,Oak Ridge,TN,0,0,0,30,3,9
0,Tennessee,Greenbrier,TN,62734,51277,44374,0,0,0
0,Tennessee,Lavergne,TN,62244,56634,35994,0,0,0
0,Tennessee,Lascassas,TN,74075,62972,52294,1,0,1
0,Texas,Adrian,TX,72707,44340,78512,0,0,0
0,Texas,Albany,TX,51581,50345,39442,0,0,0
0,Texas,Rio Grande City,TX,13908,16450,6008,9,8,2
0,Texas,Liberty,TX,49157,29869,48967,3,0,2
0,Texas,Aledo,TX,126397,120366,68183,2,3,0
0,Texas,Aransas Pass,TX,0,0,0,23,3,2
0,Texas,Aspermont,TX,45593,31956,48003,0,0,0
0,Texas,Avery,TX,35173,23174,30338,0,0,0
0,Texas,Ballinger,TX,44150,34635,40576,0,0,0
0,Texas,Pecos,TX,44149,27859,41106,0,0,0
0,Texas,Baytown,TX,83816,77193,65651,47,23,31
0,Texas,Austin,TX,122203,118410,82938,530,129,196
0,Texas,Benjamin,TX,40702,26299,40653,0,0,0
0,Texas,Dallardsville,TX,52849,36793,61024,0,0,0
0,Texas,Blessing,TX,28652,21174,27090,0,0,0
0,Texas,Boerne,TX,73992,58288,59361,4,2,1
0,Texas,Laredo,TX,30833,300000,12606,160,25,44
0,Texas,Pattison,TX,120476,300000,64727,0,0,0
0,Texas,Bridgeport,TX,53007,41754,40978,2,1,0
0,Texas,Brownwood,TX,48538,35617,45063,12,5,1
0,Texas,Buckholts,TX,33510,18716,37636,0,0,0
0,Texas,Houston,TX,169670,300000,84592,2480,1144,1245
0,Texas,Cactus,TX,42932,42025,22875,1,0,1
0,Texas,Roma,TX,40170,300000,20712,2,2,0
0,Texas,New Braunfels,TX,75132,56587,60807,24,7,10
0,Texas,Carrollton,TX,93562,79305,62127,10,6,4
0,Texas,Cedar Park,TX,131982,126954,71744,7,2,2
0,Texas,Chandler,TX,70289,59625,52730,6,2,5
0,Texas,Chilton,TX,31991,26998,28362,0,0,0
0,Texas,Schertz,TX,0,0,0,6,5,2
0,Texas,White Oak,TX,60169,51430,42386,0,0,0
0,Texas,Freeport,TX,55854,45344,43529,8,6,2
0,Texas,Colmesneil,TX,57619,42150,47119,2,4,0
0,Texas,Como,TX,43397,33635,38641,0,0,0
0,Texas,Copperas Cove,TX,62806,51368,46837,46,4,8
0,Texas,Corsicana,TX,50216,38775,43832,7,4,3
0,Texas,Keene,TX,58883,50201,36477,0,0,0
0,Texas,Crosby,TX,51608,46706,37604,12,8,9
0,Texas,Cuero,TX,63475,36585,62736,1,1,0
0,Texas,Dalhart,TX,77979,74104,51331,3,1,1
0,Texas,Dawson,TX,43315,34211,35279,0,0,0
0,Texas,Los Fresnos,TX,25995,30940,9356,2,1,0
0,Texas,Desoto,TX,70455,58616,53077,5,4,2
0,Texas,Dimmitt,TX,48714,35714,40833,2,0,0
0,Texas,Maud,TX,42067,28279,33268,1,1,1
0,Texas,Earth,TX,49634,38017,41259,0,0,0
0,Texas,Edcouch,TX,37321,27003,36615,3,3,0
0,Texas,Eagle Pass,TX,44088,33654,35418,1,0,0
0,Texas,Electra,TX,45304,35333,37764,0,0,0
0,Texas,Rio Grande City,TX,0,0,0,9,8,2
0,Texas,Corsicana,TX,39650,300000,29031,7,4,3
0,Texas,Euless,TX,70047,53634,55395,11,9,2
0,Texas,Needville,TX,76875,61829,55905,0,0,0
0,Texas,Roma,TX,55990,300000,30696,2,2,0
0,Texas,Edinburg,TX,31110,28428,18777,15,10,10
0,Texas,Flower Mound,TX,131280,125217,68211,9,1,3
0,Texas,Fort Hancock,TX,36517,23755,41184,0,0,0
0,Texas,Laredo,TX,0,0,0,160,25,44
0,Texas,Friendswood,TX,94843,76498,66668,21,3,2
0,Texas,Fulshear,TX,157504,170399,79495,0,0,0
0,Texas,Garden City,TX,75580,300000,57594,0,0,0
0,Texas,Rio Grande City,TX,42942,31635,39832,9,8,2
0,Texas,Gladewater,TX,69932,300000,59890,9,4,4
0,Texas,Chilton,TX,45789,300000,26679,0,0,0
0,Texas,Grandfalls,TX,42910,36495,27172,0,0,0
0,Texas,Grapeland,TX,37940,25559,36116,0,0,0
0,Texas,Groesbeck,TX,49834,37876,42431,0,0,0
0,Texas,Guthrie,TX,72402,58787,58234,0,0,0
0,Texas,Hamlin,TX,51441,36715,50299,1,1,0
0,Texas,Haskell,TX,48827,38934,40320,1,0,0
0,Texas,Heath,TX,0,0,0,0,0,0
0,Texas,Hempstead,TX,38217,33703,29542,1,1,0
0,Texas,Lindale,TX,77187,70724,50794,7,1,1
0,Texas,Dilley,TX,73436,300000,61323,2,2,0
0,Texas,San Antonio,TX,102646,82298,71145,1627,516,1027
0,Texas,Brock,TX,41218,300000,23789,0,0,0
0,Texas,Hughes Springs,TX,39838,25329,40126,2,2,1
0,Texas,Hutto,TX,75956,72073,40302,1,1,0
0,Texas,Roma,TX,0,0,0,2,2,0
0,Texas,Iraan,TX,72152,62160,47311,0,0,0
0,Texas,Roma,TX,5000,4790,2451,2,2,0
0,Texas,Wichita Falls,TX,64309,55433,43714,94,25,29
0,Texas,Karnes City,TX,49702,32735,54360,0,0,0
0,Texas,Lampasas,TX,52217,39685,45830,4,4,0
0,Texas,Kilgore,TX,64626,64684,41345,21,10,9
0,Texas,Knox City,TX,52666,44690,39196,0,0,0
0,Texas,Rio Grande City,TX,0,0,0,9,8,2
0,Texas,La Feria,TX,45117,300000,3434,0,0,0
0,Texas,Mission,TX,38375,26826,34952,8,3,2
0,Texas,Lewisville,TX,61947,52226,45078,18,5,7
0,Texas,Fort Worth,TX,98879,85973,65342,418,223,256
0,Texas,La Marque,TX,57441,43322,47223,16,11,9
0,Texas,La Porte,TX,78708,70260,51907,13,3,10
0,Texas,Laredo,TX,0,0,0,160,25,44
0,Texas,Los Fresnos,TX,39015,25003,40401,2,1,0
0,Texas,Leander,TX,135257,300000,58873,7,2,2
0,Texas,Lewisville,TX,99890,100153,55708,18,5,7
0,Texas,Pecos,TX,31405,31920,20712,0,0,0
0,Texas,Llano,TX,51569,36632,43887,3,2,0
0,Texas,Roma,TX,52887,300000,26970,2,2,0
0,Texas,Edinburg,TX,43460,31934,31073,15,10,10
0,Texas,Laredo,TX,0,0,0,160,25,44
0,Texas,Laredo,TX,50870,300000,21507,160,25,44
0,Texas,Lubbock,TX,58705,44459,52375,306,49,161
0,Texas,Lytle,TX,48140,300000,35820,11,0,0
0,Texas,Mckinney,TX,95186,82641,64760,9,7,2
0,Texas,Manor,TX,67782,63478,43669,5,1,1
0,Texas,Omaha,TX,35829,30695,25861,0,0,0
0,Texas,Mason,TX,35252,28290,30250,0,0,0
0,Texas,Zapata,TX,32642,25479,27513,0,0,0
0,Texas,Frost,TX,44245,31544,32636,0,0,0
0,Texas,Madisonville,TX,58020,53737,37021,2,0,1
0,Texas,Milford,TX,59457,48965,39944,0,0,0
0,Texas,Mission,TX,57058,41474,52039,8,3,2
0,Texas,Mont Belvieu,TX,115420,105042,74176,1,0,0
0,Texas,Morgan,TX,47763,36059,43390,1,0,1
0,Texas,Mt Enterprise,TX,46880,37247,36008,0,0,0
0,Texas,Murphy,TX,126980,116815,68980,1,3,0
0,Texas,Houston,TX,87666,300000,67186,2480,1144,1245
0,Texas,Nevada,TX,93293,80516,64528,0,0,0
0,Texas,Rhome,TX,70031,56255,47681,1,1,0
0,Texas,Niederwald,TX,63442,64150,33417,0,0,0
0,Texas,Nordheim,TX,55350,41004,46070,0,0,0
0,Texas,Roma,TX,0,0,0,2,2,0
0,Texas,Conroe,TX,103067,90121,67027,31,18,8
0,Texas,O'donnell,TX,40106,28387,38632,0,0,0
0,Texas,Olney,TX,48432,36772,39508,0,0,0
0,Texas,Overton,TX,58542,44644,52976,2,2,0
0,Texas,Mathis,TX,43987,300000,9382,3,3,2
0,Texas,Aubrey,TX,94707,80302,60670,1,0,1
0,Texas,Lewisville,TX,60256,48067,48550,18,5,7
0,Texas,Azle,TX,69494,66614,56334,8,6,2
0,Texas,Penelope,TX,48326,44456,25960,0,0,0
0,Texas,Pflugerville,TX,47685,55250,27207,16,3,11
0,Texas,Pineland,TX,41984,22030,47148,0,0,0
0,Texas,Corrigan,TX,54485,54868,35988,1,0,0
0,Texas,Port Arthur,TX,46840,32888,44386,50,18,30
0,Texas,Post,TX,56118,47344,44522,1,1,0
0,Texas,Waller,TX,37354,29926,35576,1,0,0
0,Texas,Aubrey,TX,92570,85280,47637,1,0,1
0,Texas,Sullivan City,TX,0,0,0,2,1,0
0,Texas,Roma,TX,48011,61117,26832,2,2,0
0,Texas,Roma,TX,72684,300000,8972,2,2,0
0,Texas,Nacogdoches,TX,24582,18980,24720,26,10,11
0,Texas,Cushing,TX,40012,31528,30159,0,0,0
0,Texas,Rice,TX,50326,44683,35108,2,5,1
0,Texas,Rio Grande City,TX,46837,27368,46842,9,8,2
0,Texas,Matador,TX,36579,29048,29733,0,0,0
0,Texas,Pittsburg,TX,42222,300000,27322,4,2,4
0,Texas,Lewisville,TX,83118,66415,69009,18,5,7
0,Texas,Round Top,TX,84620,56665,78252,0,0,0
0,Texas,Rusk,TX,49529,42634,36093,4,4,0
0,Texas,Salado,TX,98610,82273,71355,2,0,0
0,Texas,San Augustine,TX,43086,28041,48333,0,0,0
0,Texas,Roma,TX,112500,300000,9129,2,2,0
0,Texas,San Juan,TX,49434,33940,46403,3,0,0
0,Texas,San Saba,TX,41756,29321,35336,0,0,0
0,Texas,Rio Grande City,TX,20789,20872,9838,9,8,2
0,Texas,Schulenburg,TX,47211,34552,43936,0,0,0
0,Texas,Seagoville,TX,0,0,0,2,2,1
0,Texas,Austin,TX,96451,84897,63772,530,129,196
0,Texas,Shamrock,TX,53905,42089,48753,1,0,2
0,Texas,Missouri City,TX,141584,139452,70999,20,10,11
0,Texas,Slaton,TX,45072,38683,31685,5,4,0
0,Texas,Sonora,TX,64222,51827,48100,1,0,1
0,Texas,Port Isabel,TX,56017,39579,50982,0,0,0
0,Texas,Robstown,TX,62946,38931,47782,6,5,1
0,Texas,Haskell,TX,43516,36111,37536,1,0,0
0,Texas,Stratford,TX,61336,48079,46972,1,0,1
0,Texas,Sunnyvale,TX,126605,124918,72540,2,0,1
0,Texas,Sweetwater,TX,44255,31429,39291,4,2,2
0,Texas,Taylor,TX,56434,43533,46110,9,5,3
0,Texas,Texarkana,TX,53960,38408,51996,53,19,28
0,Texas,Hebbronville,TX,0,0,0,3,0,1
0,Texas,Roma,TX,5000,4790,2451,2,2,0
0,Texas,Tivoli,TX,47659,34375,37365,0,0,0
0,Texas,Gregory,TX,34491,300000,23278,1,1,0
0,Texas,Troup,TX,30515,300000,17872,2,1,1
0,Texas,Skidmore,TX,53143,300000,60581,1,0,0
0,Texas,Uvalde,TX,49008,32444,39656,2,4,4
0,Texas,Van Alstyne,TX,0,0,0,0,0,0
0,Texas,Rio Grande City,TX,33281,300000,6988,9,8,2
0,Texas,Waelder,TX,39574,33724,31402,0,0,0
0,Texas,Watauga,TX,70980,64918,44575,1,1,2
0,Texas,Wellman,TX,62368,43119,46733,0,0,0
0,Texas,Westlake,TX,112500,300000,9129,1,0,0
0,Texas,Mission,TX,31418,21376,26615,8,3,2
0,Texas,Whitehouse,TX,72877,67030,48818,3,2,2
0,Texas,Warren,TX,84246,86592,40814,0,0,0
0,Texas,Windthorst,TX,61391,53638,43854,0,0,0
0,Texas,Wolfe City,TX,43257,28375,44680,0,0,0
0,Texas,Cedar Creek,TX,81606,300000,53850,0,0,0
0,Texas,Lyford,TX,49236,300000,22633,0,0,0
0,Texas,Dallas,TX,202910,300000,64055,1152,465,515
0,Texas,Dallas,TX,206380,300000,63968,1152,465,515
0,Texas,Dallas,TX,173028,215868,93650,1152,465,515
0,Texas,Coppell,TX,134081,300000,73275,3,0,2
0,Texas,Dallas,TX,86168,74606,58771,1152,465,515
0,Texas,Irving,TX,0,0,0,70,28,7
0,Texas,Lamesa,TX,52615,34110,62396,5,2,3
0,Texas,Hereford,TX,56060,50448,40695,1,0,2
0,Texas,Gatesville,TX,57028,44899,46355,4,3,2
0,Texas,Hereford,TX,74883,50720,57496,1,0,2
0,Texas,Aubrey,TX,71138,65355,36951,1,0,1
0,Texas,Aubrey,TX,90653,79504,48715,1,0,1
0,Texas,Frisco,TX,146002,300000,56066,12,5,4
0,Texas,Little Elm,TX,62843,42947,55024,4,2,2
0,Texas,Sanger,TX,68203,60003,43497,0,0,0
0,Texas,Southlake,TX,141340,300000,73305,9,3,0
0,Texas,Justin,TX,106433,300000,54816,3,1,0
0,Texas,Denton,TX,89462,300000,57943,28,13,17
0,Texas,Denton,TX,51949,50007,39745,28,13,17
0,Texas,Copperas Cove,TX,53728,36078,51430,46,4,8
0,Texas,Denton,TX,38682,30943,28818,28,13,17
0,Texas,Denton,TX,62455,37290,55556,28,13,17
0,Texas,Denton,TX,21653,10654,23370,28,13,17
0,Texas,Denton,TX,75184,65887,50229,28,13,17
0,Texas,Lake Dallas,TX,86572,77070,54465,0,0,0
0,Texas,Denton,TX,114247,98248,62631,28,13,17
0,Texas,Lewisville,TX,64429,50510,55444,18,5,7
0,Texas,Highland Village,TX,122832,300000,63833,1,0,0
0,Texas,Lewisville,TX,64793,300000,56019,18,5,7
0,Texas,The Colony,TX,90748,81559,52575,6,5,0
0,Texas,Crane,TX,66147,57864,49058,0,0,0
0,Texas,Frisco,TX,134092,300000,63971,12,5,4
0,Texas,Carrollton,TX,83641,65585,62456,10,6,4
0,Texas,Carrollton,TX,55720,300000,42446,10,6,4
0,Texas,Lewisville,TX,65012,60095,46119,18,5,7
0,Texas,Carrollton,TX,136423,300000,71378,10,6,4
0,Texas,Carrollton,TX,97741,82207,62660,10,6,4
0,Texas,Carrollton,TX,108177,300000,58735,10,6,4
0,Texas,Dallas,TX,36973,32230,27972,1152,465,515
0,Texas,Dallas,TX,51326,40197,41189,1152,465,515
0,Texas,Lewisville,TX,112021,300000,44125,18,5,7
0,Texas,Dallas,TX,103282,81177,77045,1152,465,515
0,Texas,Argyle,TX,147517,300000,72534,1,1,0
0,Texas,Lewisville,TX,86522,300000,31317,18,5,7
0,Texas,Lewisville,TX,77458,71684,31107,18,5,7
0,Texas,Lewisville,TX,75622,300000,48182,18,5,7
0,Texas,Coppell,TX,60968,55106,31578,3,0,2
0,Texas,Flower Mound,TX,93007,75687,59266,9,1,3
0,Texas,Denton,TX,83860,71892,50069,28,13,17
0,Texas,Flower Mound,TX,176446,198894,76971,9,1,3
0,Texas,Frisco,TX,169054,300000,78738,12,5,4
0,Texas,Westhoff,TX,43834,24050,48629,0,0,0
0,Texas,Dallas,TX,110540,84399,80815,1152,465,515
0,Texas,Yorktown,TX,73810,53291,64403,0,0,0
0,Texas,Carrizo Springs,TX,34188,20789,33737,3,3,1
0,Texas,San Diego,TX,69156,44935,69935,3,1,2
0,Texas,Eastland,TX,24793,21384,21608,1,1,0
0,Texas,Cisco,TX,64526,47702,58620,2,2,1
0,Texas,Odessa,TX,89312,70341,66429,98,27,37
0,Texas,Odessa,TX,61069,49082,49113,98,27,37
0,Texas,Odessa,TX,50245,42425,37521,98,27,37
0,Texas,Odessa,TX,75478,300000,63636,98,27,37
0,Texas,Odessa,TX,72555,300000,48996,98,27,37
0,Texas,Dallas,TX,83828,64156,67851,1152,465,515
0,Texas,Odessa,TX,23502,12740,25015,98,27,37
0,Texas,Odessa,TX,79278,300000,60514,98,27,37
0,Texas,Odessa,TX,101026,100946,45644,98,27,37
0,Texas,Odessa,TX,67985,300000,40816,98,27,37
0,Texas,Odessa,TX,57208,48930,48239,98,27,37
0,Texas,Odessa,TX,94925,79253,62398,98,27,37
0,Texas,Ferris,TX,47204,24933,47606,2,1,2
0,Texas,Red Oak,TX,70083,57921,55746,1,0,1
0,Texas,Waxahachie,TX,106812,107648,52905,9,5,2
0,Texas,Midlothian,TX,91531,88290,48640,2,1,2
0,Texas,Dallas,TX,124936,110582,75647,1152,465,515
0,Texas,Waxahachie,TX,41392,300000,33286,9,5,2
0,Texas,Midlothian,TX,62569,300000,38938,2,1,2
0,Texas,Midlothian,TX,56130,34002,40834,2,1,2
0,Texas,Waxahachie,TX,81435,58118,58962,9,5,2
0,Texas,Ennis,TX,46065,31103,34489,6,2,1
0,Texas,El Paso,TX,45265,25472,44475,220,71,87
0,Texas,El Paso,TX,51099,39254,40238,220,71,87
0,Texas,El Paso,TX,29645,22740,27483,220,71,87
0,Texas,El Paso,TX,51516,300000,34081,220,71,87
0,Texas,El Paso,TX,39034,33328,31250,220,71,87
0,Texas,Dallas,TX,28964,20605,28377,1152,465,515
0,Texas,El Paso,TX,31862,27882,23075,220,71,87
0,Texas,El Paso,TX,23271,18932,17248,220,71,87
0,Texas,Harker Heights,TX,93960,83907,55728,34,10,7
0,Texas,El Paso,TX,52156,48719,37626,220,71,87
0,Texas,El Paso,TX,29468,24620,24632,220,71,87
0,Texas,El Paso,TX,108279,80652,84378,220,71,87
0,Texas,El Paso,TX,58842,37913,62588,220,71,87
0,Texas,El Paso,TX,26926,21669,30629,220,71,87
0,Texas,El Paso,TX,131103,300000,81595,220,71,87
0,Texas,El Paso,TX,105130,300000,76894,220,71,87
0,Texas,El Paso,TX,20422,12588,35836,220,71,87
0,Texas,Dallas,TX,71745,43461,68432,1152,465,515
0,Texas,El Paso,TX,15531,9519,26436,220,71,87
0,Texas,El Paso,TX,29983,19308,27097,220,71,87
0,Texas,El Paso,TX,31109,28387,21411,220,71,87
0,Texas,El Paso,TX,30615,21472,24905,220,71,87
0,Texas,El Paso,TX,49426,39317,50923,220,71,87
0,Texas,El Paso,TX,51175,53560,28406,220,71,87
0,Texas,El Paso,TX,56684,300000,36241,220,71,87
0,Texas,El Paso,TX,35032,30806,38466,220,71,87
0,Texas,El Paso,TX,26972,21817,23707,220,71,87
0,Texas,El Paso,TX,53595,39058,50703,220,71,87
0,Texas,Dallas,TX,51562,45042,39859,1152,465,515
0,Texas,El Paso,TX,35306,28694,26636,220,71,87
0,Texas,El Paso,TX,58891,62847,38047,220,71,87
0,Texas,El Paso,TX,30133,13812,32506,220,71,87
0,Texas,El Paso,TX,38485,35526,25568,220,71,87
0,Texas,El Paso,TX,44418,40872,40926,220,71,87
0,Texas,El Paso,TX,70806,53477,63916,220,71,87
0,Texas,El Paso,TX,73470,65067,48322,220,71,87
0,Texas,El Paso,TX,50799,38643,35523,220,71,87
0,Texas,El Paso,TX,139923,300000,57846,220,71,87
0,Texas,Anthony,TX,0,0,0,1,0,0
0,Texas,Dallas,TX,50074,37844,42523,1152,465,515
0,Texas,El Paso,TX,119990,300000,57638,220,71,87
0,Texas,El Paso,TX,89635,87204,50096,220,71,87
0,Texas,Canutillo,TX,40704,29772,38163,1,0,1
0,Texas,El Paso,TX,82583,300000,53676,220,71,87
0,Texas,El Paso,TX,68841,40173,66266,220,71,87
0,Texas,El Paso,TX,31632,25811,23792,220,71,87
0,Texas,El Paso,TX,56666,54256,34159,220,71,87
0,Texas,El Paso,TX,51271,36701,37669,220,71,87
0,Texas,El Paso,TX,46191,44661,26162,220,71,87
0,Texas,El Paso,TX,51519,300000,28068,220,71,87
0,Texas,Dallas,TX,39870,23286,48557,1152,465,515
0,Texas,El Paso,TX,74291,58940,45641,220,71,87
0,Texas,El Paso,TX,77091,74573,38864,220,71,87
0,Texas,El Paso,TX,28322,18647,24338,220,71,87
0,Texas,El Paso,TX,37168,32027,28845,220,71,87
0,Texas,El Paso,TX,51037,28197,51663,220,71,87
0,Texas,Fabens,TX,64391,45440,55532,2,2,0
0,Texas,El Paso,TX,54486,300000,35378,220,71,87
0,Texas,Lingleville,TX,72022,59458,60650,0,0,0
0,Texas,Stephenville,TX,48589,43159,31339,4,1,1
0,Texas,Stephenville,TX,51663,42633,39741,4,1,1
0,Texas,Dallas,TX,123694,108288,89025,1152,465,515
0,Texas,Rosebud,TX,57659,48798,42179,0,0,0
0,Texas,Savoy,TX,47914,34676,35711,1,1,0
0,Texas,Dodd City,TX,58196,51489,41083,2,1,2
0,Texas,Trenton,TX,65998,64221,40629,0,0,0
0,Texas,La Grange,TX,71400,67048,55562,1,1,0
0,Texas,Flatonia,TX,65392,52324,60588,0,0,0
0,Texas,Roby,TX,43446,38074,27311,0,0,0
0,Texas,Floydada,TX,64583,46037,57656,0,0,0
0,Texas,Houston,TX,49345,300000,27287,2480,1144,1245
0,Texas,Missouri City,TX,65202,47940,52627,20,10,11
0,Texas,Dallas,TX,36728,26723,31828,1152,465,515
0,Texas,Fresno,TX,41738,36107,28343,8,6,2
0,Texas,Missouri City,TX,75844,69459,41743,20,10,11
0,Texas,Stafford,TX,63005,56852,40730,10,10,4
0,Texas,Sugar Land,TX,89197,80183,58651,24,8,5
0,Texas,Houston,TX,57067,57194,28744,2480,1144,1245
0,Texas,Meadows Place,TX,86109,300000,62070,0,0,0
0,Texas,Sugar Land,TX,85569,300000,57220,24,8,5
0,Texas,Houston,TX,59717,300000,44461,2480,1144,1245
0,Texas,Richmond,TX,99702,89743,61285,20,11,6
0,Texas,Katy,TX,148987,141709,79025,49,37,20
0,Texas,Dallas,TX,107776,90954,76360,1152,465,515
0,Texas,Richmond,TX,126917,300000,70372,20,11,6
0,Texas,Sugar Land,TX,65750,67678,56005,24,8,5
0,Texas,Sugar Land,TX,121886,300000,65146,24,8,5
0,Texas,Sugar Land,TX,153913,155150,69212,24,8,5
0,Texas,Sugar Land,TX,159750,300000,69908,24,8,5
0,Texas,Rosenberg,TX,66908,62399,43430,6,5,1
0,Texas,Rosenberg,TX,65554,51719,42893,6,5,1
0,Texas,Rosenberg,TX,69239,300000,41136,6,5,1
0,Texas,Beasley,TX,89667,65062,68785,0,0,0
0,Texas,Fairfield,TX,56589,33567,55211,2,1,0
0,Texas,Dallas,TX,78284,55994,68970,1152,465,515
0,Texas,Teague,TX,39902,30986,35474,2,1,2
0,Texas,Pearsall,TX,52298,32115,50228,1,0,0
0,Texas,Seminole,TX,78019,59120,64709,2,2,2
0,Texas,Friendswood,TX,72181,52352,63427,21,3,2
0,Texas,Friendswood,TX,118490,300000,71125,21,3,2
0,Texas,League City,TX,95650,91692,49971,13,7,2
0,Texas,Dickinson,TX,65376,53483,56144,11,4,4
0,Texas,League City,TX,114124,101691,60917,13,7,2
0,Texas,League City,TX,86693,66259,63374,13,7,2
0,Texas,Bacliff,TX,88104,78128,56909,4,2,1
0,Texas,Dallas,TX,25814,21279,21926,1152,465,515
0,Texas,Texas City,TX,58579,50067,38608,24,10,10
0,Texas,Texas City,TX,38896,28874,41180,24,10,10
0,Texas,La Marque,TX,42339,30882,34345,16,11,9
0,Texas,La Marque,TX,46759,35251,42792,16,11,9
0,Texas,Santa Fe,TX,67757,64761,43629,3,2,2
0,Texas,Hitchcock,TX,68533,58050,48870,1,0,1
0,Texas,Galveston,TX,82232,300000,58546,47,17,18
0,Texas,Galveston,TX,40431,33833,35535,47,17,18
0,Texas,Galveston,TX,31641,15332,43780,47,17,18
0,Texas,Galveston,TX,59925,54429,39827,47,17,18
0,Texas,Dallas,TX,41933,37875,33884,1152,465,515
0,Texas,Galveston,TX,63142,53909,48225,47,17,18
0,Texas,Galveston,TX,38908,27980,30671,47,17,18
0,Texas,Harker Heights,TX,95261,83857,52666,34,10,7
0,Texas,Texas City,TX,39047,29055,35240,24,10,10
0,Texas,Harper,TX,63302,49463,48006,1,1,0
0,Texas,Fredericksburg,TX,51815,51291,34547,1,0,0
0,Texas,Goliad,TX,64795,55390,48938,2,1,1
0,Texas,Gonzales,TX,48897,38376,34748,0,0,0
0,Texas,Lefors,TX,58151,49905,47307,0,0,0
0,Texas,Pampa,TX,48067,38608,36132,14,3,11
0,Texas,Pampa,TX,42504,42166,24486,14,3,11
0,Texas,Dallas,TX,135435,128666,84771,1152,465,515
0,Texas,Pottsboro,TX,67215,52427,56226,3,2,1
0,Texas,Denison,TX,51605,300000,59472,5,2,2
0,Texas,Denison,TX,32971,28108,24389,5,2,2
0,Texas,Denison,TX,29955,25952,22447,5,2,2
0,Texas,Sadler,TX,56218,39924,39205,0,0,0
0,Texas,Sherman,TX,61326,43233,55881,10,6,2
0,Texas,Sherman,TX,27573,23214,21694,10,6,2
0,Texas,Tom Bean,TX,81305,66791,60314,0,0,0
0,Texas,Sherman,TX,27817,19077,23617,10,6,2
0,Texas,Longview,TX,49987,33673,39443,154,52,59
0,Texas,Dallas,TX,31081,27521,21723,1152,465,515
0,Texas,Longview,TX,64550,59182,43575,154,52,59
0,Texas,Longview,TX,65156,300000,39557,154,52,59
0,Texas,Longview,TX,34523,26951,22820,154,52,59
0,Texas,Longview,TX,39792,26834,33356,154,52,59
0,Texas,Longview,TX,44641,32197,48994,154,52,59
0,Texas,Gladewater,TX,59848,43735,44038,9,4,4
0,Texas,Gladewater,TX,66962,51435,42226,9,4,4
0,Texas,Kilgore,TX,86331,300000,60742,21,10,9
0,Texas,Navasota,TX,69232,69877,54684,3,2,1
0,Texas,Anderson,TX,65452,53007,56682,1,2,0
0,Texas,Dallas,TX,29046,22560,22594,1152,465,515
0,Texas,Seguin,TX,33415,23531,29297,15,8,4
0,Texas,Seguin,TX,64306,45783,54780,15,8,4
0,Texas,Geronimo,TX,62860,300000,36702,0,0,0
0,Texas,New Braunfels,TX,98665,93325,54130,24,7,10
0,Texas,Schertz,TX,77818,64947,53511,6,5,2
0,Texas,Schertz,TX,89951,85823,60049,6,5,2
0,Texas,Seguin,TX,56495,35119,49464,15,8,4
0,Texas,Plainview,TX,37721,29342,34023,6,0,5
0,Texas,Plainview,TX,73903,61673,41021,6,0,5
0,Texas,Plainview,TX,73216,52119,55188,6,0,5
0,Texas,Dallas,TX,31252,22241,32707,1152,465,515
0,Texas,Memphis,TX,39906,35582,37102,0,0,0
0,Texas,Hamilton,TX,33599,300000,21892,2,1,0
