,state,city,latest_rent,num_incidents,total_killed,total_injured
0,Alabama,Vance,1076,1,0,1
0,Pennsylvania,Bonneauville,1180,0,0,0
0,Minnesota,Adrian,1080,0,0,0
0,Arizona,Quartzsite,998,2,2,0
0,Maryland,Kingsville,1950,0,0,0
0,Ohio,Newburgh Heights,854,1,0,0
0,Ohio,Beach City,854,0,0,0
0,Tennessee,Sequatchie,1010,0,0,0
0,Virginia,Sumerduck,1470,0,0,0
0,Pennsylvania,Pine Creek,927,0,0,0
0,North Carolina,Franklinville,776,2,0,3
0,Vermont,Fairfield,1471,0,0,0
0,Michigan,Wolverine,907,0,0,0
0,Texas,Ovilla,1993,0,0,0
0,Maryland,Upperco,1776,0,0,0
0,Arkansas,Lake City,758,2,1,0
0,Florida,Dade City North,848,0,0,0
0,Pennsylvania,Walnutport,1288,1,0,0
0,Ohio,New Miami,747,0,0,0
0,Maryland,Baldwin,2268,0,0,0
0,Utah,Enoch,1083,0,0,0
0,Illinois,Mount Pulaski,1043,0,0,0
0,Pennsylvania,East Mc Keesport,822,0,0,0
0,Iowa,Dallas Center,1419,1,0,1
0,Indiana,Batesville,1168,1,0,0
0,Virginia,Raphine,1311,0,0,0
0,North Carolina,Saluda,1262,0,0,0
0,Washington,Ravensdale,2231,1,1,0
0,Texas,Albany,973,0,0,0
0,Mississippi,Gulf Park Estates,1180,0,0,0
0,Kentucky,Rockfield,1129,2,0,1
0,Tennessee,Medon,801,1,0,0
0,Pennsylvania,Conway,970,1,0,2
0,Pennsylvania,Haycock Township,1719,0,0,0
0,North Carolina,Ruffin,871,2,0,2
0,New York,Colchester,1416,0,0,0
0,Pennsylvania,Meyersdale,887,1,0,0
0,Minnesota,Lindstrom,1456,1,1,0
0,Nebraska,Doniphan,1329,0,0,0
0,Michigan,Rudyard,817,0,0,0
0,Arkansas,Salem,1052,0,0,0
0,Minnesota,Hector,1100,0,0,0
0,Pennsylvania,Dublin,1683,0,0,0
0,Oklahoma,Marlow,780,2,0,0
0,Michigan,Webberville,1322,1,0,0
0,New York,Aurelius,1450,0,0,0
0,California,Julian,1965,0,0,0
0,Maryland,Swanton,1242,0,0,0
0,South Carolina,Harleyville,1282,3,1,0
0,Ohio,West Mansfield,1033,0,0,0
0,Pennsylvania,Leacock-Leola-Bareville,1136,0,0,0
0,California,Palo Cedro,1600,0,0,0
0,California,Morada,2212,0,0,0
0,Georgia,Lovejoy,934,1,0,1
0,Pennsylvania,Berwick Township,1339,0,0,0
0,Oklahoma,Nicoma Park,873,0,0,0
0,Virginia,Fincastle,1234,0,0,0
0,Delaware,Delaware City,1201,2,0,1
0,Oregon,Willamina,1198,0,0,0
0,Indiana,Jamestown,1306,0,0,0
0,Wisconsin,Genoa City,1226,0,0,0
0,Florida,Midway,1135,0,0,0
0,California,Pearblossom,1780,0,0,0
0,Kentucky,Rush,892,1,1,0
0,California,Rough and Ready,1833,0,0,0
0,New York,Parishville,1239,0,0,0
0,Pennsylvania,Woodward Township,1008,0,0,0
0,Illinois,Okawville,1145,0,0,0
0,Missouri,Holt,1059,0,0,0
0,Maryland,Cordova,1479,0,0,0
0,New Hampshire,Alstead,1359,1,1,0
0,Ohio,Edgewood,880,0,0,0
0,California,Hinkley,1042,0,0,0
0,Virginia,Narrows,909,1,1,1
0,Georgia,Whitesburg,878,1,0,2
0,Michigan,Climax,1186,0,0,0
0,Washington,Granger,932,3,1,4
0,Missouri,Catawissa,777,1,0,0
0,Pennsylvania,West Nantmeal Township,1753,0,0,0
0,Pennsylvania,Wolf Township,1159,0,0,0
0,Minnesota,Glenville,1137,3,0,0
0,Wisconsin,De Forest,1378,1,0,1
0,Kentucky,Junction City,839,0,0,0
0,North Carolina,Spencer,804,4,2,2
0,New Hampshire,Allenstown,1485,1,0,0
0,Pennsylvania,Stewartstown,1291,1,1,0
0,Maine,St Albans,949,0,0,0
0,Wisconsin,Como,1262,0,0,0
0,Illinois,Newark,1830,0,0,0
0,California,Rolling Hills Estates,5013,0,0,0
0,Georgia,Berkeley Lake,2628,0,0,0
0,Iowa,State Center,994,0,0,0
0,Pennsylvania,Limestone Township,1079,0,0,0
0,Tennessee,Townsend,994,0,0,0
0,Colorado,Divide,1446,1,1,0
0,Pennsylvania,Hemlock Township,1285,0,0,0
0,Nevada,Wellington,1393,0,0,0
0,Louisiana,Pitkin,1036,1,1,0
0,Maine,South Eliot,1798,0,0,0
0,Pennsylvania,Laureldale,1160,0,0,0
0,Iowa,Rockwell City,818,0,0,0
0,Washington,Bow,1702,0,0,0
0,Kentucky,Robards,1021,2,0,2
0,Michigan,Detroit Beach,967,0,0,0
0,Wisconsin,Albion,1328,0,0,0
0,Kansas,Burlingame,809,0,0,0
0,Georgia,Wildwood,991,0,0,0
0,New York,Lyme,1453,0,0,0
0,New York,Town of Avoca,1272,0,0,0
0,North Carolina,State Road,1019,0,0,0
0,Maryland,Church Hill,1496,0,0,0
0,Washington,Eastsound,1771,0,0,0
0,Georgia,Lake City,845,1,1,0
0,Iowa,Hazleton,805,0,0,0
0,Pennsylvania,Oil Creek,1025,0,0,0
0,North Carolina,White Oak,817,2,0,0
0,Montana,Thompson Falls,882,0,0,0
0,New York,Romulus,1402,1,0,0
0,Missouri,Drexel,993,1,0,0
0,Ohio,Newtown,1188,0,0,0
0,Pennsylvania,East Washington,1350,0,0,0
0,California,Springville,1181,3,0,0
0,Missouri,Old Monroe,1091,0,0,0
0,Florida,Anthony,1114,3,0,1
0,New York,Stephentown,1351,0,0,0
0,Kentucky,Maceo,915,0,0,0
0,Arizona,Congress,1231,1,0,0
0,Minnesota,Mantorville,1505,0,0,0
0,New York,Hopewell Junction,2004,4,0,1
0,Pennsylvania,Boiling Springs,1529,0,0,0
0,Nebraska,Waterloo,1531,3,0,6
0,Ohio,Waynesburg,791,3,2,0
0,New York,Town of Esperance,1444,0,0,0
0,Maryland,Saint James,1543,0,0,0
0,Pennsylvania,Schlusser,1182,0,0,0
0,Pennsylvania,Heidelberg Township,1299,0,0,0
0,North Carolina,Moravian Falls,1081,0,0,0
0,North Carolina,Bethel,750,5,2,6
0,New York,Roslyn,3996,2,0,0
0,Michigan,Sheridan Township,995,0,0,0
0,New York,Champion,1407,0,0,0
0,Wisconsin,Clayton,1087,2,2,0
0,Wisconsin,Pulaski,997,0,0,0
0,Georgia,Grantville,957,3,2,3
0,New York,White Creek,1624,1,0,0
0,Illinois,Fox Lake Hills,1459,0,0,0
0,Texas,Hamlin,938,1,1,0
0,Georgia,Skidaway Island,2554,0,0,0
0,Georgia,Buckhead,1481,0,0,0
0,Pennsylvania,Robesonia,1209,0,0,0
0,Texas,Boling,1211,0,0,0
0,Oklahoma,Hartshorne,755,5,3,2
0,Pennsylvania,Emigsville,1156,0,0,0
0,Texas,McQueeney,1839,0,0,0
0,Tennessee,Niota,1071,1,1,0
0,Pennsylvania,Upper Fairfield Township,1208,0,0,0
0,New Jersey,Sussex,1612,1,2,0
0,Ohio,Reminderville,1481,0,0,0
0,Arkansas,Bismarck,976,1,1,0
0,Florida,Sopchoppy,928,1,0,0
0,Pennsylvania,Jackson Township,1159,0,0,0
0,Florida,Yalaha,1319,1,0,1
0,New York,Dolgeville,1136,1,0,0
0,New York,Clyde,1163,2,0,0
0,North Carolina,Snow Camp,1103,1,0,0
0,New York,Edmeston,1187,0,0,0
0,Oregon,Turner,1547,4,3,2
0,Ohio,Elmwood Place,809,3,2,1
0,Colorado,Bellvue,1546,4,1,1
0,New Jersey,Frankford Township,1916,0,0,0
0,New Jersey,Wanamassa,2173,0,0,0
0,Iowa,Lake City,816,0,0,0
0,New York,Hector,1564,1,0,0
0,Oklahoma,Konawa,759,0,0,0
0,Illinois,Highland,1059,6,0,2
0,Wisconsin,Coleman,973,1,0,0
0,Wisconsin,Fennimore,992,0,0,0
0,Louisiana,Brusly,1431,2,0,0
0,Michigan,Bear Lake,1023,0,0,0
0,Massachusetts,Vineyard Haven,2314,0,0,0
0,New Hampshire,Newbury,1618,0,0,0
0,Minnesota,Winnebago,1095,0,0,0
0,Vermont,Town of Cambridge,1478,0,0,0
0,Maryland,Capitol Heights,1646,46,34,22
0,Iowa,Oakland,1038,2,2,0
0,Kentucky,Ekron,932,0,0,0
0,South Carolina,Bethune,864,1,0,0
0,North Carolina,Pleasant Garden,1052,1,1,0
0,New Hampshire,Lyme,1936,0,0,0
0,New York,Salisbury,1308,0,0,0
0,Colorado,Laporte,1628,0,0,0
0,Alabama,Alexandria,820,1,0,0
0,Iowa,Springville,1120,0,0,0
0,Mississippi,Plantersville,947,3,2,1
0,Pennsylvania,Lewis Township,1175,0,0,0
0,North Carolina,Bailey,1051,0,0,0
0,Pennsylvania,Youngsville,980,1,0,1
0,Indiana,Van Buren,750,0,0,0
0,Vermont,Pownal,1486,1,0,0
0,Pennsylvania,Ransom,1242,0,0,0
0,Maryland,Mount Savage,1051,0,0,0
0,Texas,West,940,1,1,0
0,Ohio,Valley View,1882,0,0,0
0,New York,Stewart Manor,3050,0,0,0
0,Missouri,Lohman,1059,0,0,0
0,Iowa,Cambridge,1230,1,1,0
0,Ohio,New Madison,903,1,0,0
0,Maryland,Kensington,2733,2,0,1
0,Texas,Pilot Point,1396,1,2,0
0,Maine,West Bath,1544,0,0,0
0,Arkansas,Bee Branch,887,0,0,0
0,Pennsylvania,East Brunswick,1147,0,0,0
0,Pennsylvania,Midway,1146,0,0,0
0,New Hampshire,Madbury,2289,1,0,0
0,Pennsylvania,Wetmore Township,1033,0,0,0
0,Pennsylvania,Perryopolis,1037,1,1,0
0,North Carolina,Stella,1107,1,0,1
0,Kentucky,Paint Lick,1010,1,1,1
0,Pennsylvania,North Coventry Township,1701,0,0,0
0,Illinois,Carlock,1259,1,1,0
0,Maryland,Fulton,3216,0,0,0
0,North Carolina,Bear Creek,1207,1,1,0
0,New Jersey,Laurel Springs,1452,0,0,0
0,Indiana,Converse,846,0,0,0
0,Oklahoma,Rush Springs,845,1,1,1
0,Iowa,Coon Rapids,949,0,0,0
0,Wisconsin,New Auburn,1107,1,0,0
0,South Carolina,Nichols,1017,2,0,1
0,Oklahoma,Maysville,744,0,0,0
0,North Carolina,Roaring River,961,1,1,0
0,Pennsylvania,Fairview-Ferndale,877,0,0,0
0,Oregon,Union,1201,0,0,0
0,New Hampshire,Bethlehem,1330,0,0,0
0,North Carolina,Dallas,877,3,1,0
0,North Carolina,Mc Leansville,899,0,0,0
0,Pennsylvania,Eldred Township,1309,0,0,0
0,New York,Guilderland,1801,5,4,0
0,Pennsylvania,Spring Mount,1453,0,0,0
0,Oklahoma,Oologah,989,4,0,2
0,Missouri,Linn Creek,1023,0,0,0
0,Indiana,Jasonville,660,0,0,0
0,New York,Town of Perrysburg,1231,0,0,0
0,Nevada,Silver Springs,1044,4,3,4
0,New York,Hinsdale,1262,1,0,0
0,Florida,Astor,1266,2,1,2
0,Connecticut,Sharon,2261,2,0,0
0,Pennsylvania,Mt Pleasant Township,1228,0,0,0
0,Kansas,Valley Falls,913,1,0,1
0,Connecticut,Franklin,1542,0,0,0
0,New York,Fowler,1115,0,0,0
0,New York,Town of Deposit,1293,0,0,0
0,Indiana,Burns Harbor,1449,0,0,0
0,Pennsylvania,Porter Township,1017,0,0,0
0,Montana,Clinton,1243,1,1,0
0,Kentucky,Brooks,1091,0,0,0
0,Indiana,Kirklin,969,0,0,0
0,Maryland,Chevy Chase Village,7514,0,0,0
0,Ohio,Middleport,810,4,0,1
0,Wisconsin,Glenwood City,1348,0,0,0
0,Virginia,White Post,1741,0,0,0
0,Arizona,Rio Verde,2522,0,0,0
0,Georgia,Georgetown,868,2,0,1
0,Indiana,Lanesville,1210,1,0,0
0,Florida,Boulevard Gardens,1554,0,0,0
0,Pennsylvania,Nicholson Township,951,0,0,0
0,Washington,Ritzville,1044,0,0,0
0,Iowa,Tiffin,1458,2,0,0
0,Arkansas,Traskwood,864,1,0,1
0,Florida,Feather Sound,1327,0,0,0
0,Florida,Stock Island,2573,0,0,0
0,Virginia,Riner,1235,0,0,0
0,New Jersey,Oldmans,1443,0,0,0
0,Tennessee,Prospect,945,0,0,0
0,Michigan,Onsted,1062,0,0,0
0,Michigan,Spring Lake Township,1286,0,0,0
0,Minnesota,Long Lake,1729,0,0,0
0,Tennessee,Lakesite,1446,0,0,0
0,Pennsylvania,Jefferson Township,1623,0,0,0
0,West Virginia,Summit Point,1434,0,0,0
0,New Hampshire,Westmoreland,1460,0,0,0
0,Georgia,Yatesville,1023,0,0,0
0,California,Crockett,2441,1,0,0
0,Pennsylvania,Farmington Township,1025,0,0,0
0,New Hampshire,Tilton,1223,4,0,1
0,Alabama,Webb,817,0,0,0
0,Oklahoma,Fairfax,743,1,2,0
0,North Carolina,Rolesville,1565,2,2,0
0,California,Copperopolis,1837,1,0,0
0,Tennessee,College Grove,2201,0,0,0
0,Iowa,Brooklyn,1008,0,0,0
0,Ohio,Bremen,999,1,0,1
0,New Hampshire,Town of Marlborough,1350,0,0,0
0,Georgia,Flintstone,999,2,0,0
0,Minnesota,Watkins,1189,0,0,0
0,New York,Gowanda,1052,2,2,0
0,Louisiana,Bethany,1047,0,0,0
0,Pennsylvania,Lake Wynonah,1118,0,0,0
0,Tennessee,Lakewood,1401,0,0,0
0,Michigan,Thompsonville,964,0,0,0
0,New Jersey,Princeton Junction,3086,0,0,0
0,Florida,Greenwood,870,2,0,1
0,North Carolina,Southport,1291,1,0,0
0,Pennsylvania,Mead Township,987,0,0,0
0,New Hampshire,Town of Hinsdale,1279,0,0,0
0,Pennsylvania,Wilmerding,788,4,2,2
0,North Carolina,Stokes,965,1,0,1
0,Pennsylvania,Burnham,922,0,0,0
0,Tennessee,Walden,2366,0,0,0
0,New York,Hillsdale,1827,2,0,0
0,California,Clearlake Oaks,1227,2,3,5
0,Wisconsin,Frederic,1044,0,0,0
0,New York,Oppenheim,1213,0,0,0
0,Arkansas,Clinton,839,1,0,0
0,New Jersey,Weymouth Township,1443,0,0,0
0,Maryland,Rock Hall,1493,0,0,0
0,Colorado,Elbert,1822,0,0,0
0,Illinois,Hanna City,1138,1,0,3
0,Illinois,Roanoke,1159,1,0,0
0,Ohio,Sugar Grove,1082,0,0,0
0,Oklahoma,Ochelata,990,1,1,0
0,Oregon,Yoncalla,865,1,1,1
0,Kansas,Arma,693,1,0,0
0,Maryland,Whiteford,1549,0,0,0
0,Pennsylvania,Bressler-Enhaut-Oberlin,1029,0,0,0
0,Pennsylvania,Braddock Hills,921,1,0,0
0,Arizona,Pearce,725,0,0,0
0,New York,Clarkstown,2482,0,0,0
0,Michigan,Horton,1067,0,0,0
0,South Carolina,Lyman,999,5,0,1
0,West Virginia,Benwood,793,0,0,0
0,Oklahoma,Lone Grove,1015,4,0,2
0,Tennessee,Moscow,1069,2,1,1
0,Kentucky,Crescent Springs,1330,0,0,0
0,Virginia,Sutherland,1205,1,0,0
0,Washington,McCleary,991,0,0,0
0,Illinois,Mount Carroll,1085,0,0,0
0,Michigan,Parchment,922,0,0,0
0,Ohio,Spencer,1330,2,1,1
0,Illinois,Payson,1098,1,0,0
0,California,Smartsville,1617,2,0,0
0,Pennsylvania,East Uniontown,869,0,0,0
0,Michigan,Galesburg,942,1,0,0
0,Wisconsin,Richmond,1241,0,0,0
0,Maryland,West River,2193,0,0,0
0,New Jersey,Englishtown,2075,0,0,0
0,Texas,Hickory Creek,1744,0,0,0
0,Indiana,Selma,762,0,0,0
0,New Hampshire,Alton,1459,1,0,0
0,Idaho,Spirit Lake,1303,0,0,0
0,Minnesota,Madison Lake,1473,0,0,0
0,Massachusetts,Nahant,2497,0,0,0
0,Virginia,Surry,1219,1,0,0
0,Maryland,Springdale,2098,1,1,3
0,Missouri,Labadie,1127,0,0,0
0,New Jersey,Fairfield Township,1207,0,0,0
0,Pennsylvania,Franklin Township,1198,0,0,0
0,Wisconsin,Monticello,1146,0,0,0
0,Pennsylvania,South Woodbury Township,1115,0,0,0
0,Ohio,Frazeysburg,904,2,1,0
0,Florida,Redington Shores,2390,0,0,0
0,Texas,Arcola,1417,0,0,0
0,Wisconsin,Paris,1651,0,0,0
0,New York,West Sand Lake,1391,0,0,0
0,Connecticut,South Windham,1303,0,0,0
0,Pennsylvania,Henry Clay Township,1040,0,0,0
0,Georgia,Bremen,1051,0,0,0
0,Texas,Spur,970,0,0,0
0,New Jersey,New Egypt,1657,0,0,0
0,Ohio,Bolindale,738,0,0,0
0,Virginia,Crimora,1203,2,0,2
0,Pennsylvania,Liverpool Township,1193,0,0,0
0,Illinois,Hampshire,1679,0,0,0
0,New Hampshire,Sutton,1463,0,0,0
0,New York,Throop,1479,0,0,0
0,New York,Angola,1128,1,0,0
0,Pennsylvania,Loyalhanna Township,789,0,0,0
0,Wisconsin,Vienna,1642,0,0,0
0,South Carolina,Manning,894,2,2,0
0,Massachusetts,Becket,1635,0,0,0
0,Illinois,Hebron,1463,1,0,0
0,Ohio,Newbury,1422,1,0,0
0,Pennsylvania,Lebanon South,1032,0,0,0
0,Montana,West Yellowstone,1607,0,0,0
0,Texas,San Leon,1400,2,2,0
0,Florida,Asbury Lake,1705,0,0,0
0,Wyoming,Greybull,846,0,0,0
0,Pennsylvania,Bellwood,973,0,0,0
0,Pennsylvania,Thornbury Township,3145,0,0,0
0,West Virginia,Fort Ashby,1194,0,0,0
0,Arkansas,Drasco,929,1,0,0
0,Pennsylvania,Snow Shoe Township,1262,0,0,0
0,Ohio,Mendon,888,1,0,0
0,Indiana,Wadesville,1133,2,0,1
0,West Virginia,Naoma,723,0,0,0
0,Iowa,Avoca,1011,0,0,0
0,Louisiana,Sarepta,975,0,0,0
0,Washington,Port Hadlock,1394,1,0,0
0,New York,Town of Little Valley,1145,0,0,0
0,West Virginia,Mount Clare,1118,0,0,0
0,New York,Northampton,1681,0,0,0
0,North Carolina,Providence,902,0,0,0
0,New Jersey,Mannington,1437,0,0,0
0,Minnesota,Underwood,1236,0,0,0
0,New York,Ashford,1275,0,0,0
0,Iowa,Janesville,1208,1,0,0
0,Nebraska,Arlington,1284,1,0,0
0,Indiana,Jonesboro,752,1,1,1
0,Pennsylvania,Liberty Township,976,0,0,0
0,Pennsylvania,Harborcreek,1126,1,1,0
0,Pennsylvania,Curwensville,963,1,0,0
0,Minnesota,Lexington,1416,0,0,0
0,North Carolina,Mar-Mac,929,0,0,0
0,New York,Webb,2039,0,0,0
0,New York,Ellenburg,1500,2,2,1
0,South Carolina,Gable,831,1,0,0
0,Pennsylvania,Wyalusing Township,1139,0,0,0
0,Indiana,Fairland,1109,0,0,0
0,Indiana,Waynetown,921,1,0,0
0,West Virginia,Mannington,815,2,0,1
0,Iowa,Manly,885,0,0,0
0,New York,Colton,1407,1,0,0
0,Wisconsin,Port Edwards,803,1,0,0
0,North Carolina,Waxhaw,1382,4,1,2
0,Washington,Springdale,1100,1,0,0
0,New York,Stockport,1451,0,0,0
0,Wisconsin,Ripon,763,2,0,2
0,New York,Genoa,1476,0,0,0
0,Kentucky,Park Hills,1349,0,0,0
0,Massachusetts,Town of Rutland,1682,0,0,0
0,Tennessee,Pinson,781,0,0,0
0,Pennsylvania,Cressona,849,0,0,0
0,Pennsylvania,Trainer,1190,0,0,0
0,Pennsylvania,Saint Lawrence,1248,0,0,0
0,Illinois,Bellevue,748,0,0,0
0,Oklahoma,Chouteau,971,1,0,0
0,Alabama,Ramer,864,0,0,0
0,New Hampshire,Alexandria,1420,0,0,0
0,New Mexico,Jal,974,2,1,1
0,Michigan,Deckerville,851,1,1,0
0,Pennsylvania,Evans City,1290,0,0,0
0,Tennessee,Andersonville,1049,4,2,0
0,New Hampshire,Strafford,1852,1,0,0
0,Pennsylvania,Pike Township,1456,0,0,0
0,South Carolina,Sharon,1009,0,0,0
0,Pennsylvania,Covington Township,1256,0,0,0
0,North Carolina,Gaston,758,0,0,0
0,Maryland,Churchville,1865,0,0,0
0,South Carolina,Norway,849,1,0,0
0,New York,Sterling,1303,1,0,0
0,Florida,Hypoluxo,1583,1,0,0
0,Pennsylvania,Cherry Township,1109,0,0,0
0,Tennessee,Piney Flats,1047,3,0,0
0,Massachusetts,Montague,1868,3,0,1
0,New York,Town Line,1493,0,0,0
0,New York,Erin,1107,1,0,0
0,New York,Central Square,1363,0,0,0
0,Alabama,Graysville,753,4,0,2
0,Washington,Elk,1299,1,1,0
0,Indiana,Hamlet,851,1,0,1
0,Kansas,Caldwell,660,0,0,0
0,Tennessee,Fairmount,1855,0,0,0
0,Ohio,Botkins,1120,0,0,0
0,Wisconsin,North Freedom,1146,1,0,0
0,Pennsylvania,North Belle Vernon,774,0,0,0
0,Illinois,East Hazel Crest,1353,0,0,0
0,Michigan,Conklin,1212,0,0,0
0,Iowa,Dexter,1149,0,0,0
0,Pennsylvania,Roaring Brook Township,1317,0,0,0
0,Michigan,Crystal,877,0,0,0
0,California,Llano,1849,1,1,0
0,Maine,Newcastle,1410,0,0,0
0,Kentucky,Verona,1345,3,2,0
0,New York,Town of Randolph,1227,0,0,0
0,New Jersey,Hope,1732,0,0,0
0,Pennsylvania,Ridgebury Township,1142,0,0,0
0,Pennsylvania,West Wyomissing,1200,0,0,0
0,New Jersey,Folsom,1321,0,0,0
0,Pennsylvania,Woodside,2886,0,0,0
0,Virginia,Virgilina,1002,0,0,0
0,Virginia,Draper,1085,2,4,0
0,Indiana,Sharpsville,1127,1,0,1
0,Oklahoma,Warner,783,0,0,0
0,Ohio,Huntsville,1292,0,0,0
0,Pennsylvania,Lorane,1305,0,0,0
0,Michigan,Hanover,850,0,0,0
0,Illinois,Mettawa,2947,0,0,0
0,Indiana,Markle,1091,0,0,0
0,Illinois,Bement,1122,0,0,0
0,Pennsylvania,Eldred Township,957,0,0,0
0,Wisconsin,Princeton,924,2,1,0
0,Illinois,Hampton,876,0,0,0
0,California,Yountville,3020,1,4,0
0,Pennsylvania,Boggs Township,993,0,0,0
0,Illinois,Carlyle,1034,2,0,1
0,Maine,St George,1510,0,0,0
0,New Hampshire,Ashland,1224,0,0,0
0,Florida,Altoona,1091,1,0,0
0,Minnesota,Fertile,1139,1,0,0
0,New Jersey,Allentown,2100,3,0,0
0,Maryland,Chester,1787,2,1,0
0,Illinois,Macon,935,1,0,0
0,Illinois,Fox Lake,1300,3,1,1
0,New York,North Boston,1395,0,0,0
0,Maryland,Queenstown,2154,0,0,0
0,Pennsylvania,Port Carbon,743,2,0,2
0,Mississippi,Magnolia,868,8,5,7
0,Pennsylvania,Elk Township,1767,0,0,0
0,New York,Town of Marathon,1334,0,0,0
0,Oklahoma,Quinton,835,1,0,0
0,Indiana,Greens Fork,832,1,0,1
0,Pennsylvania,Glen Lyon,758,1,0,0
0,Pennsylvania,Falls,1222,2,1,0
0,Vermont,Middlesex,1585,0,0,0
0,Wisconsin,North Fond du Lac,749,0,0,0
0,Pennsylvania,West Homestead,914,0,0,0
0,Pennsylvania,Washington Township,1096,0,0,0
0,Texas,Hide A Way,1387,0,0,0
0,Washington,Hansville,1885,0,0,0
0,Tennessee,Taft,1026,1,2,0
0,Illinois,Marine,1137,1,0,1
0,Iowa,Prairie City,1117,1,2,0
0,Louisiana,Greenwood,1025,2,0,1
0,New Hampshire,Fitzwilliam,1321,0,0,0
0,Indiana,Trafalgar,1225,1,1,0
0,West Virginia,Ranson,1167,0,0,0
0,Arkansas,Romance,901,1,3,0
0,Indiana,Clay City,791,0,0,0
0,Texas,Newark,1234,0,0,0
0,Massachusetts,Phillipston,1503,0,0,0
0,Maine,Springvale,1280,1,0,0
0,Ohio,Russia,1254,0,0,0
0,California,Del Rey Oaks,2427,0,0,0
0,New York,Washington Heights,1610,0,0,0
0,Michigan,Beulah,1121,1,0,0
0,Virginia,Boyce,1634,0,0,0
0,Kentucky,Sonora,911,2,2,0
0,Missouri,Cool Valley,844,0,0,0
0,New Jersey,Lower Alloways Creek Township,1382,0,0,0
0,Michigan,Vandalia,1054,0,0,0
0,Virginia,Madison,1301,0,0,0
0,Texas,Hudson Oaks,1914,0,0,0
0,Arkansas,Redfield,924,1,1,0
0,Indiana,Crothersville,839,4,1,1
0,Wisconsin,Butler,1405,0,0,0
0,Iowa,Malvern,1027,0,0,0
0,Texas,Sunray,964,0,0,0
0,Alabama,Seale,967,2,0,0
0,Oklahoma,Cookson,935,0,0,0
0,Iowa,Hudson,1246,1,0,1
0,Tennessee,Sale Creek,1159,2,0,1
0,New Hampshire,Webster,1511,0,0,0
0,New York,Bethany,1376,0,0,0
0,Oregon,Aumsville,1478,1,0,0
0,Iowa,Lone Tree,1274,2,0,1
0,Pennsylvania,Lynnwood-Pricedale,839,0,0,0
0,Illinois,Aviston,1333,0,0,0
0,Indiana,Carthage,959,2,0,0
0,Pennsylvania,Branch Township,1028,0,0,0
0,Massachusetts,Leverett,2147,0,0,0
0,Maryland,Chesapeake City,1357,0,0,0
0,Pennsylvania,Paint Township,1099,0,0,0
0,Vermont,Alburgh,1460,2,0,1
0,Pennsylvania,Mt Pleasant Township,1266,0,0,0
0,Vermont,Berkshire,1447,0,0,0
0,New York,Fayetteville,1714,0,0,0
0,Maryland,Accident,1205,0,0,0
0,Connecticut,North Granby,2152,0,0,0
0,New York,Town of Lodi,1366,0,0,0
0,Ohio,Huntsburg,1263,0,0,0
0,New York,Carthage,1152,0,0,0
0,Indiana,Elizabethtown,1090,0,0,0
0,Tennessee,Linden,756,1,0,0
0,South Carolina,Shell Point,1334,0,0,0
0,North Carolina,Blanch,949,0,0,0
0,Ohio,Fairfax,1187,0,0,0
0,Minnesota,Nisswa,1371,3,0,0
0,California,Mountain Center,2145,0,0,0
0,Michigan,Mount Morris,555,20,7,13
0,Pennsylvania,Tullytown,1578,0,0,0
0,Texas,Nolanville,1082,6,2,0
0,Missouri,Ashland,1208,2,2,0
0,Minnesota,Wyoming,1450,0,0,0
0,Minnesota,Henderson,1322,0,0,0
0,Illinois,Toluca,966,0,0,0
0,New York,Cold Spring,2531,0,0,0
0,Arizona,Pine,1285,0,0,0
0,Pennsylvania,Leesport,1209,0,0,0
0,Illinois,Grant Park,1211,0,0,0
0,Illinois,Franklin Grove,1077,0,0,0
0,Oregon,Mill City,1126,1,0,1
0,New Jersey,Chesilhurst,1446,0,0,0
0,Iowa,Wellman,1079,1,1,0
0,Oklahoma,Fletcher,729,0,0,0
0,Michigan,Central Lake,1100,3,0,0
0,Wisconsin,Centuria,1122,1,0,1
0,Oregon,Chiloquin,939,6,2,3
0,Oregon,Port Orford,1223,0,0,0
0,Iowa,Oxford,1452,2,0,1
0,North Carolina,Broadway,1005,2,0,2
0,North Carolina,Garysburg,750,6,2,3
0,Florida,Pierson,1244,4,1,3
0,Illinois,Deer Park,3049,0,0,0
0,Virginia,Reedville,1533,0,0,0
0,Indiana,Kentland,904,0,0,0
0,Washington,Allyn,1364,3,1,1
0,Washington,Millwood,1048,0,0,0
0,Virginia,Churchville,1189,1,0,0
0,Tennessee,Bradford,792,3,0,1
0,Kansas,Victoria,1076,0,0,0
0,Pennsylvania,West Conshohocken,1884,0,0,0
0,Pennsylvania,Edgmont Township,2804,0,0,0
0,Pennsylvania,Benton Township,1071,0,0,0
0,Pennsylvania,Ontelaunee,1350,0,0,0
0,Arkansas,Greenbrier,887,1,1,0
0,Texas,McLendon-Chisholm,2781,0,0,0
0,Pennsylvania,South Connellsville,865,0,0,0
0,Minnesota,Wrenshall,1294,0,0,0
0,New York,Wynantskill,1331,0,0,0
0,New Jersey,Brooklawn,1389,1,0,0
0,Ohio,Salineville,748,0,0,0
0,California,Pauma Valley,2350,1,1,0
0,New Hampshire,Deering,1562,0,0,0
0,Indiana,Shadeland,1194,0,0,0
0,Pennsylvania,Brush Valley,845,0,0,0
0,Minnesota,Harris,1398,1,1,0
0,Massachusetts,Colrain,1719,0,0,0
0,Vermont,Barnet,1385,4,1,0
